NETWORK_PREFIX,NETWORK_CIDR,NETWORK_IP,HOSTNAME,DOMAIN_NAME,APPLICATION,ROLE,LOCATION,ENVIRONMENT,TENANT,ZONE
30.0.2.0,23,30.0.3.113,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.114,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.115,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.116,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.117,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.118,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.119,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.120,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.121,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.122,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.123,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.124,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.125,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.126,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.127,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.128,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.129,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.130,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.131,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.132,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.133,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.134,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.135,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.136,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.137,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.138,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.139,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.140,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.141,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.142,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.143,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.144,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.145,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.146,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.147,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.148,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.149,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.150,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.151,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.152,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.153,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.154,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.155,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.156,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.157,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.158,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.159,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.160,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.161,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.162,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.163,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.164,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.165,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.166,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.167,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.168,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.169,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.170,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.171,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.172,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.173,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.174,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.175,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.176,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.177,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.178,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.179,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.180,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.181,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.182,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.183,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.184,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.185,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.186,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.187,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.188,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.189,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.190,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.191,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.192,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.193,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.194,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.195,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.196,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.197,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.198,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.199,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.200,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.201,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.202,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.203,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.204,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.205,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.206,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.207,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.208,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.209,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.210,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.211,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.212,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.213,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.214,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.215,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.216,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.217,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.218,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.219,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.220,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.221,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.222,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.223,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.224,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.225,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.226,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.227,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.228,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.229,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.230,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.231,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.232,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.233,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.234,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.235,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.236,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.237,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.238,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.239,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.240,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.241,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.242,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.243,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.244,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.245,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.246,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.247,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.248,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.249,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.250,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.251,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.252,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.253,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.2.0,23,30.0.3.254,,,NTWK,,sandboxapicdc,sbox,infra,rtr-id
30.0.4.0,28,30.0.4.0,network,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.15,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.1,vaash-dc-aci-leaf-1101,ss-default-vrf.ss-transit.internal.das,ss_transit,transit,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.2,vaash-dc-aci-leaf-1102,ss-default-vrf.ss-transit.internal.das,ss_transit,transit,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.3,1101-1102-float,ss-default-vrf.ss-transit.internal.das,ss_transit,transit,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.4,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.5,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.6,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.7,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.8,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.9,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.10,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.11,,,ss_transit,,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.12,vaash-dc-ss-vpan-01,ss-default-vrf.ss-transit.internal.das,ss_transit,transit,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.13,vaash-dc-ss-vpan-02,ss-default-vrf.ss-transit.internal.das,ss_transit,transit,sandboxapicdc,sbox,SS,ss_transit
30.0.4.0,28,30.0.4.14,vaash-dc-ss-vpan-float,ss-default-vrf.ss-transit.internal.das,ss_transit,transit,sandboxapicdc,sbox,SS,ss_transit
30.0.4.32,28,30.0.4.32,network,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.47,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.33,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.34,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.35,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.36,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.37,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.38,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.39,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.40,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.41,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.42,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.43,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.44,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.45,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.32,28,30.0.4.46,,,adc_transit,,sandboxapicdc,sbox,SS,adc_transit
30.0.4.48,28,30.0.4.48,network,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.63,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.49,vaash-dc-aci-leaf-1101,ss-mgmt-vrf.mgmt-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.50,vaash-dc-aci-leaf-1102,ss-mgmt-vrf.mgmt-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.51,1101-1102-float,ss-mgmt-vrf.mgmt-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.52,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.53,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.54,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.55,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.56,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.57,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.58,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.59,,,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.60,vaash-dc-ss-vpan-01,ss-mgmt-vrf.mgmt-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.61,vaash-dc-ss-vpan-02,ss-mgmt-vrf.mgmt-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.48,28,30.0.4.62,vaash-dc-ss-vpan-float,ss-mgmt-vrf.mgmt-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,mgmt_transit
30.0.4.96,28,30.0.4.96,network,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.111,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.97,vaash-dc-aci-leaf-1101,ss-storage-vrf.storage-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.98,vaash-dc-aci-leaf-1102,ss-storage-vrf.storage-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.99,1101-1102-float,ss-storage-vrf.storage-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.100,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.101,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.102,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.103,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.104,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.105,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.106,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.107,,,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.108,vaash-dc-ss-vpan-01,ss-storage-vrf.storage-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.109,vaash-dc-ss-vpan-02,ss-storage-vrf.storage-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.4.96,28,30.0.4.110,vaash-dc-ss-vpan-float,ss-storage-vrf.storage-transit.internal.das,zone_transit,,sandboxapicdc,sbox,SS,storage_transit
30.0.6.0,23,30.0.6.0,network,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.7.255,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.1,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.2,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.3,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.4,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.5,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.6,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.7,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.8,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.9,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.10,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.11,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.12,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.13,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.14,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.15,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.16,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.17,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.18,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.19,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.20,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.21,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.22,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.23,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.24,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.25,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.26,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.27,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.28,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.29,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.30,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.31,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.32,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.33,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.34,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.35,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.36,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.37,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.38,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.39,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.40,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.41,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.42,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.43,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.44,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.45,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.46,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.47,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.48,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.49,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.50,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.51,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.52,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.53,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.54,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.55,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.56,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.57,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.58,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.59,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.60,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
30.0.6.0,23,30.0.6.61,,,RMT_MGMT,,sandboxapicdc,sbox,SS,MGMT
